counter,seed,lr,batch_size,epoch,dropout,fine_tune,test_acc,f1,test_acc_avg,f1_avg,save_path
0,1,bert-base-uncased,5e-06,16,20,0.5,True,0.8489425981873112,0.8525073746312684,0.8489425981873112,0.8525073746312684,logs/sentence_classification\1720960327,
